i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
820,64625128898,空车,265,交运,1609459200000,116.63062,悦动,1072915200000,35.440171,47.6,鲁HT**97,1654041691000
821,64625128914,空车,161,联运,1598918400000,116.59837,新捷达,1062374400000,35.408035,0.0,鲁HT**09,1654041692000
822,64625128726,空车,77,北城,1654560000000,116.631561,伊兰特,1465344000000,35.391286,0.0,鲁HT**58,1654041692000
823,64625128666,载客,268,华通,-2208988800000,116.618351,新捷达,1474588800000,35.408703,26.3,鲁HT**76,1654041692000
824,64625128042,空车,265,富达,-2208988800000,116.68049,悦动,1467676800000,35.350961,0.0,鲁HT**77,1654041692000
825,64625128178,空车,268,联运,1598918400000,116.596221,伊兰特,1078099200000,35.40791,0.0,鲁HT**87,1654041692000
826,64625127836,载客,69,交运,1477526400000,116.565703,新捷达,1477526400000,35.42536,0.0,鲁HT**80,1654041692000
827,00056961606,载客,242,汇通,1572566400000,116.57442,铃木启悦,978307200000,35.39794,17.7,鲁HT**77,1654041692000
828,64625128982,空车,359,富达,1619481600000,116.623428,新悦动,1083110400000,35.413041,0.0,鲁HT**33,1654041692000
829,64625128437,空车,159,华通,1601856000000,116.59724,新捷达,1080777600000,35.404871,0.0,鲁HT**43,1654041692000
830,64625127883,空车,150,交运,1639353600000,116.610821,新捷达,1450051200000,35.435851,0.0,鲁HT**39,1654041692000
831,64625129287,空车,6,交运,1648425600000,116.602521,比亚迪秦,1459209600000,35.430361,0.0,HDC**31,1654041692000
832,64625128605,空车,24,众鑫,1479945600000,116.605531,新捷达,1479945600000,35.468486,0.0,鲁HT**95,1654041693000
833,64625128881,空车,3,新交运,1480032000000,116.597578,新捷达,1480032000000,35.379496,0.0,鲁HT**51,1654041693000
834,64625128730,空车,349,交运,1477612800000,116.60744,悦动,1477612800000,35.523496,0.0,鲁HT**37,1654041693000
835,64625129153,空车,2,众鑫,1479945600000,116.614753,吉利帝豪,1479945600000,35.385928,0.0,HDA**96,1654041693000
836,64625128707,载客,187,北城,1603843200000,116.685071,吉利帝豪,1083196800000,35.406945,0.0,HDH**26,1654041693000
837,64625127805,载客,153,交运,-2208988800000,116.586575,新捷达,1429574400000,35.392855,44.8,鲁HT**78,1654041693000
838,64625129215,空车,206,北城,-2208988800000,116.578521,新捷达,1472083200000,35.400591,0.0,鲁HT**02,1654041693000
839,64625127846,载客,258,交运,1654992000000,116.556533,伊兰特,1465776000000,35.386228,43.6,鲁HT**29,1654041693000
840,64625128820,空车,41,新交运,1480032000000,116.59836,新捷达,1480032000000,35.401541,0.0,鲁HT**18,1654041693000
841,00029780616,空车,90,联运,1621468800000,116.562803,悦动,1085097600000,35.397985,35.2,鲁HT**46,1654041694000
842,64625129116,空车,342,北城,-2208988800000,116.580943,伊兰特,1469145600000,35.428633,0.0,鲁HT**66,1654041694000
843,64625127829,空车,34,交运,-2208988800000,116.565258,新捷达,1441065600000,35.404855,0.0,鲁HT**89,1654041694000
844,64625129157,空车,45,众鑫,1479945600000,116.666546,东风风神,1479945600000,35.395045,0.0,HDX**63,1654041694000
845,64625128241,空车,4,联运,1648080000000,116.610866,新捷达,1458864000000,35.439426,0.0,鲁HT**71,1654041694000
846,64625128818,载客,161,交运,1571184000000,116.57577,新悦动,1034812800000,35.420915,0.0,鲁HT**76,1654041694000
847,64625128183,空车,80,富达,1637366400000,116.588956,新桑塔纳,1085097600000,35.406166,0.0,鲁HT**17,1654041694000
848,64625128249,空车,227,富达,-2208988800000,116.609143,新捷达,1473206400000,35.391691,0.0,鲁HT**15,1654041694000
849,64625128593,空车,114,交运,1653868800000,116.55967,伊兰特,1464652800000,35.41506,0.0,鲁HT**33,1654041695000
850,64625128863,载客,109,新交运,1479513600000,116.587936,新桑塔纳,1479513600000,35.39228,0.0,鲁HT**97,1654041695000
851,64625127994,空车,254,汇通,1658448000000,116.622246,伊兰特,1037664000000,35.413388,0.0,HDZ**20,1654041695000
852,64625128485,空车,169,富达,1478304000000,116.735266,伊兰特,1470268800000,35.372653,0.0,鲁HT**96,1654041695000
853,64625128144,空车,5,交运,1588204800000,116.636548,老捷达,1064966400000,35.416406,0.0,鲁HT**71,1654041695000
854,64625128433,空车,2,新交运,1478390400000,116.68164,奇瑞,1478390400000,35.417508,20.6,鲁HT**20,1654041695000
855,64625128306,空车,112,联运,1600819200000,116.611033,新捷达,1064361600000,35.400071,0.0,鲁HT**15,1654041695000
856,64625128001,空车,211,华通,1598918400000,116.521168,新桑塔纳,1078099200000,35.404835,51.1,鲁HT**15,1654041695000
857,64625128406,空车,338,联运,1606435200000,116.561378,新捷达,1085702400000,35.403553,0.0,鲁HT**15,1654041695000
858,64625128765,空车,266,北城,-2208988800000,116.591385,悦动,1475107200000,35.414755,0.0,鲁HT**11,1654041695000
859,00056990571,空车,109,华中,1481241600000,116.581418,悦动,1481241600000,35.404605,0.0,鲁HT**29,1654041696000
860,64625128089,空车,92,众鑫,1479081600000,116.599623,比亚迪秦,1479081600000,35.364315,35.0,HDW**16,1654041696000
861,64625129325,空车,75,富达,1479859200000,116.582793,新捷达,1479859200000,35.367631,0.0,鲁HT**38,1654041696000
862,64625128975,载客,345,汇通,-2208988800000,116.572965,新捷达,1467158400000,35.417863,0.0,鲁HT**17,1654041696000
863,00085216164,空车,138,联运,1653955200000,116.560383,伊兰特,1464739200000,35.449033,0.0,鲁HT**66,1654041696000
864,64625129301,载客,220,华中,1597449600000,116.610736,新捷达,1076889600000,35.400531,0.0,鲁HT**76,1654041696000
865,64625128994,空车,359,众鑫,1479168000000,116.602578,新捷达,1479168000000,35.418103,14.6,鲁HT**73,1654041696000
866,64625128300,空车,84,华通,1598918400000,116.562903,新桑塔纳,1078099200000,35.418873,0.0,鲁HT**34,1654041696000
867,64625128158,载客,268,联运,1610236800000,116.615673,新悦动,1057881600000,35.435308,54.6,鲁HT**78,1654041696000
868,64625129039,空车,91,新交运,1479945600000,116.59662,新捷达,1479945600000,35.410803,17.3,鲁HT**28,1654041697000
869,64625128496,空车,180,交运,1654992000000,116.596665,新捷达,1465776000000,35.458001,0.0,鲁HT**37,1654041697000
870,64625128785,载客,177,汇通,1605657600000,116.591468,新捷达,1084924800000,35.41013,22.5,鲁HT**76,1654041697000
871,64603335370,空车,4,富达,-2208988800000,116.60251,伊兰特,1477353600000,35.430221,3.5,鲁HT**89,1654041697000
872,64625128545,空车,187,联运,1477872000000,116.57751,新捷达,1473292800000,35.439505,0.0,鲁HT**83,1654041697000
873,64625127901,空车,105,富达,1630972800000,116.569285,伊兰特,1441670400000,35.415495,0.0,鲁HT**97,1654041697000
874,00029780612,空车,78,新交运,1479945600000,116.576296,新捷达,1479945600000,35.45743,0.0,鲁HT**83,1654041697000
875,64625128418,载客,77,联运,1623456000000,116.587828,吉利帝豪,1055462400000,35.407508,0.0,HDL**16,1654041698000
876,64625128824,空车,26,众鑫,1479168000000,116.536941,东风风神,1479168000000,35.463535,0.0,HDQ**36,1654041698000
877,64625128286,空车,107,华通,1655337600000,116.567808,新捷达,1466121600000,35.38246,0.0,鲁HT**37,1654041698000
878,64625128461,空车,181,联运,1617235200000,116.581895,新捷达,1080864000000,35.430695,0.0,鲁HT**67,1654041698000
879,64625128212,空车,271,汇通,1481587200000,116.547756,伊兰特,1481587200000,35.41667,62.0,鲁HT**39,1654041698000
880,64625128122,空车,94,富达,1654128000000,116.581848,新桑塔纳,1464912000000,35.462825,0.0,鲁HT**31,1654041698000
881,64625127820,空车,178,交运,1667779200000,116.595968,新悦动,-2208988800000,35.439623,0.0,鲁HT**02,1654041698000
882,64625128641,空车,250,华中,1498780800000,116.577683,新悦动,1309478400000,35.420721,0.0,鲁HT**85,1654041698000
883,64625127874,空车,6,富达,1640563200000,116.607458,新捷达,1088380800000,35.523373,0.0,鲁HT**67,1654041698000
884,00029780613,空车,143,华中,1571788800000,116.590495,悦动,1051142400000,35.363985,0.0,鲁HT**06,1654041699000
885,64625128794,空车,300,新交运,1479945600000,116.560251,比亚迪秦,1479945600000,35.412286,0.0,HDD**60,1654041699000
886,00029898981,载客,269,联运,1590969600000,116.447488,悦动,1070323200000,35.407833,9.2,鲁HT**67,1654041699000
887,64625129088,空车,201,华中,1478563200000,116.553698,伊兰特,1478563200000,35.389088,0.0,鲁HT**80,1654041699000
888,00013675372,空车,228,交运,1613692800000,116.602141,新捷达,1077235200000,35.4144,30.6,鲁HT**78,1654041699000
889,64625128915,空车,19,交运,1593648000000,116.650268,伊兰特,1057190400000,35.432541,0.0,鲁HT**98,1654041699000
890,64625127942,空车,341,富达,-2208988800000,116.639375,新捷达,1473206400000,35.416811,0.0,鲁HT**60,1654041699000
891,64625127927,空车,156,联运,1601769600000,116.598966,新桑塔纳,1081123200000,35.359035,0.0,鲁HT**86,1654041699000
892,64625128422,空车,107,联运,-2208988800000,116.56046,新捷达,1477353600000,35.400388,0.0,鲁HT**39,1654041700000
893,64625128993,空车,82,新交运,1479859200000,116.565868,新桑塔纳,1479859200000,35.415678,0.0,鲁HT**36,1654041700000
894,64625128292,空车,357,新交运,1640563200000,116.583543,奇瑞,1451260800000,35.423411,61.8,鲁HT**96,1654041700000
895,64626198301,空车,69,北城,1652313600000,116.577768,伊兰特,1463097600000,35.430201,0.0,鲁HT**90,1654041700000
896,00029780611,空车,222,交运,1598918400000,116.569168,新捷达,1078099200000,35.387686,5.8,鲁HT**68,1654041700000
897,64625128777,空车,100,新交运,1479945600000,116.641493,新捷达,1479945600000,35.418626,0.0,鲁HT**09,1654041700000
898,64625129043,空车,91,新交运,1480032000000,116.5777,新捷达,1480032000000,35.418511,32.5,鲁HT**66,1654041700000
899,64625128232,空车,275,北城,-2208988800000,116.559121,伊兰特,1470700800000,35.416316,33.8,鲁HT**35,1654041700000
900,64625128658,空车,53,汇通,1655683200000,116.61046,伊兰特,1466467200000,35.39923,0.0,鲁HT**11,1654041701000
